 0.000e+00 0.000e+00 -5.000e+00 1.25217021486469427425312e-04 -3.971e+02 -1.049e+02 5.123e+01 0.000e+00 0.000e+00 -5.000e+00 1.25217030868999661943550e-04 4.000e+02 1.257e+02 -8.185e+01
 0.000e+00 0.000e+00 -5.000e+00 1.60012327446317739916559e-04 4.013e+02 -1.598e+02 1.633e+02 0.000e+00 0.000e+00 -5.000e+00 1.60012337478746729038659e-04 -3.982e+02 1.597e+02 -1.824e+02
 0.000e+00 0.000e+00 -5.000e+00 3.76570562479609501158745e-04 3.980e+02 -1.507e+02 -1.666e+02 0.000e+00 0.000e+00 -5.000e+00 3.76570588802051773886365e-04 -4.060e+02 1.567e+02 1.622e+02
 0.000e+00 0.000e+00 -5.000e+00 4.51794064732085947841411e-04 -3.973e+02 1.383e+02 -1.259e+02 0.000e+00 0.000e+00 -5.000e+00 4.51794093863277926911154e-04 4.047e+02 -1.382e+02 1.135e+02
 0.000e+00 0.000e+00 -5.000e+00 9.77462171874837618470999e-04 4.030e+02 -2.105e+02 2.708e+01 0.000e+00 0.000e+00 -5.000e+00 9.77462180250341251125379e-04 -3.987e+02 2.062e+02 -4.472e+01
 0.000e+00 0.000e+00 -4.900e+00 1.21110338318867007990909e-03 3.950e+02 -1.848e+02 -1.589e+01 0.000e+00 0.000e+00 -4.900e+00 1.21110340563718057831089e-03 -4.010e+02 1.877e+02 6.262e+00
 0.000e+00 0.000e+00 -4.900e+00 1.39292515753958959928704e-03 3.982e+02 2.115e+02 -3.545e+01 0.000e+00 0.000e+00 -4.900e+00 1.39292516755512921222682e-03 -4.013e+02 -2.130e+02 2.622e+01
 0.000e+00 0.000e+00 -4.900e+00 1.44253392316788715300790e-03 3.954e+02 -2.467e+02 -1.397e+02 0.000e+00 0.000e+00 -4.900e+00 1.44253394042613103213923e-03 -3.995e+02 2.494e+02 1.315e+02
 0.000e+00 0.000e+00 -4.800e+00 2.17438818658890727422706e-03 3.888e+02 5.068e+01 -1.136e+02 0.000e+00 0.000e+00 -4.800e+00 2.17438820013899671013125e-03 -3.927e+02 -5.119e+01 1.050e+02
 0.000e+00 0.000e+00 -4.800e+00 2.44825743882189561170803e-03 -3.884e+02 3.545e+01 -1.384e+02 0.000e+00 0.000e+00 -4.800e+00 2.44825749120483777965251e-03 4.031e+02 -3.694e+01 1.337e+02
 0.000e+00 0.000e+00 -4.800e+00 2.59332385355431514414870e-03 3.882e+02 -1.148e+01 1.301e+02 0.000e+00 0.000e+00 -4.800e+00 2.59332387977205319415375e-03 -3.982e+02 6.242e+00 -1.507e+02
 0.000e+00 0.000e+00 -4.800e+00 2.62452873625305688892739e-03 3.906e+02 1.961e+02 -1.124e+02 0.000e+00 0.000e+00 -4.800e+00 2.62452875719911384380656e-03 -3.929e+02 -1.999e+02 1.059e+02
 0.000e+00 0.000e+00 -4.800e+00 2.75898771866086483031677e-03 -4.004e+02 1.458e+02 2.248e+01 0.000e+00 0.000e+00 -4.800e+00 2.75898772685672418608638e-03 4.020e+02 -1.360e+02 -2.580e+01
